Listing ID,Location,Latitude,Longitude,Number of Guests,Bathrooms,Bedrooms,Beds,Review Count,Room Type,Rating,Minimum Nights,Maximum Nights,Rate (Rp),Rate Type
39472609,"Kenari, Central Jakarta",-6.19748,106.8497,2,1.5,1.0,1.0,27,Entire home/apt,4.85,1,30,300000.0,nightly
2812116,"Mangga Dua Selatan, Central Jakarta",-6.13852,106.81687,2,1.0,1.0,2.0,5,Private room,4.4,1,1125,375000.0,nightly
33174753,"Mangga Dua Selatan, Central Jakarta",-6.12919,106.82942,4,1.0,2.0,2.0,3,Entire home/apt,5.0,1,1125,355906.0,nightly
36243766,"Mangga Dua Selatan, Central Jakarta",-6.12839,106.83027,3,1.0,1.0,1.0,7,Entire home/apt,4.71,2,1125,341670.0,nightly
16164770,"Mangga Dua Selatan, Central Jakarta",-6.13097,106.83886,4,1.0,2.0,2.0,92,Entire home/apt,4.57,1,1125,450000.0,nightly
24951573,"Menteng, Central Jakarta",-6.20785,106.83645,1,1.0,1.0,1.0,40,Private room,4.98,2,1125,174859.0,nightly
34082678,"Menteng, Central Jakarta",-6.2061,106.83737,2,1.0,1.0,1.0,19,Private room,4.37,1,1125,250000.0,nightly
15043501,"Paseban, Central Jakarta",-6.19421,106.85535,1,1.0,1.0,1.0,32,Entire home/apt,4.72,3,90,250000.0,nightly
18797025,"Paseban, Central Jakarta",-6.19798,106.85041,3,1.0,1.0,2.0,35,Entire home/apt,4.86,3,1125,384379.0,nightly
23536500,"Paseban, Central Jakarta",-6.19652,106.85168,2,1.0,0.0,2.0,7,Private room,4.29,3,1125,284725.0,nightly
37940624,"Paseban, Central Jakarta",-6.1968,106.85794,4,1.0,2.0,3.0,12,Private room,4.67,1,366,299000.0,nightly
21283602,"Petamburan, Central Jakarta",-6.2013,106.79915,3,1.0,1.0,2.0,85,Entire home/apt,4.45,1,365,279000.0,nightly
15526649,"Petamburan, Central Jakarta",-6.20228,106.8002,3,1.0,1.0,1.0,18,Entire home/apt,4.83,2,1125,325000.0,nightly
12193005,"Petojo Selatan, Central Jakarta",-6.17789,106.81279,3,1.0,1.0,1.0,4,Private room,2.5,2,1125,200000.0,nightly
4412830,"Petojo Selatan, Central Jakarta",-6.17009,106.80821,1,2.0,1.0,1.0,4,Private room,5.0,1,1125,227780.0,nightly
41673111,"Rawasari, Central Jakarta",-6.18881,106.87441,4,1.5,2.0,2.0,4,Entire home/apt,5.0,1,1125,350000.0,nightly
15741030,"Rawasari, Central Jakarta",-6.18852,106.87237,4,1.0,2.0,3.0,58,Entire home/apt,4.78,2,60,360000.0,nightly
22510015,"Rawasari, Central Jakarta",-6.18922,106.87511,4,1.0,2.0,3.0,6,Entire home/apt,4.83,2,1125,337500.0,nightly
22377221,"Rawasari, Central Jakarta",-6.19391,106.86741,4,1.0,2.0,2.0,3,Entire home/apt,5.0,1,1125,450000.0,nightly
2771984,"Rawasari, Central Jakarta",-6.19235,106.86042,2,1.0,1.0,1.0,293,Private room,4.74,1,1125,327434.0,nightly
40414019,"Serdang, Central Jakarta",-6.14736,106.85508,4,1.5,2.0,4.0,6,Entire home/apt,5.0,2,28,550000.0,nightly
24299821,"Serdang, Central Jakarta",-6.15039,106.85691,2,1.0,1.0,1.0,49,Entire home/apt,4.8,1,1125,295000.0,nightly
16787616,"Serdang, Central Jakarta",-6.14613,106.85564,3,1.0,2.0,2.0,41,Entire home/apt,4.85,1,1125,475000.0,nightly
36962713,"Serdang, Central Jakarta",-6.14868,106.85321,2,1.0,1.0,2.0,41,Entire home/apt,4.8,1,1125,250000.0,nightly
11515807,"Serdang, Central Jakarta",-6.14909,106.85794,2,1.0,1.0,1.0,132,Entire home/apt,4.86,2,180,289000.0,nightly
31075987,"Serdang, Central Jakarta",-6.14903,106.85721,2,1.0,1.0,1.0,12,Entire home/apt,4.92,1,1125,256253.0,nightly
16004896,"Serdang, Central Jakarta",-6.1469,106.85628,2,1.0,1.0,1.0,39,Entire home/apt,4.85,2,1125,345000.0,nightly
38319086,"Serdang, Central Jakarta",-6.14857,106.85633,4,2.0,2.0,2.0,17,Entire home/apt,4.71,1,1125,265000.0,nightly
36406024,"Serdang, Central Jakarta",-6.14632,106.85376,4,1.0,2.0,3.0,36,Entire home/apt,5.0,2,1125,460000.0,nightly
11732311,"Serdang, Central Jakarta",-6.15072,106.85625,2,1.0,1.0,1.0,60,Entire home/apt,4.64,3,1125,242016.0,nightly
35865846,"Sumur Batu, Central Jakarta",-6.17076,106.88815,2,1.5,1.0,1.0,9,Private room,4.78,2,365,412851.0,nightly
31445780,"Sumur Batu, Central Jakarta",-6.17559,106.89205,2,1.0,0.0,1.0,30,Entire home/apt,4.9,1,1125,349500.0,nightly
36854914,"Sumur Batu, Central Jakarta",-6.17008,106.88793,3,1.5,1.0,2.0,3,Entire home/apt,2.33,3,29,220000.0,nightly
15045156,"Sumur Batu, Central Jakarta",-6.17465,106.8929,2,1.0,1.0,1.0,36,Entire home/apt,4.81,2,1125,275000.0,nightly
13017438,"Sumur Batu, Central Jakarta",-6.16896,106.88307,2,1.0,1.0,1.0,12,Entire home/apt,5.0,2,1125,170835.0,nightly
23970658,"Sumur Batu, Central Jakarta",-6.1751,106.89234,3,1.0,1.0,2.0,18,Entire home/apt,4.94,3,30,328000.0,nightly
39169566,"Sumur Batu, Central Jakarta",-6.17465,106.89362,2,0.5,1.0,1.0,7,Entire home/apt,5.0,2,1125,298961.0,nightly
